# File: comtrade_refinedLiquids.csv
# Title: trade of refined liquid products between countries in 2015
# Source: UN Comtrade database: https://comtrade.un.org/data/
# Units: Indicated in data column names
# Column types: iiciicciinnni
# ----------
Year,Reporter Code,Reporter ISO,Trade Flow Code,Partner Code,Partner ISO,Classification,Commodity Code,Qty Unit Code,Qty,Netweight (kg),Trade Value (US$),Flag
2015,251,"FRA",1,28,"ATG","H4",2710,8,13677332,13677332,6086056,0
2015,251,"FRA",2,28,"ATG","H4",2710,8,5903854,5903854,1550029,0
2015,251,"FRA",1,32,"ARG","H4",2710,8,161,161,3775,0
2015,251,"FRA",2,32,"ARG","H4",2710,8,6852802,6852802,8697359,6
2015,276,"DEU",1,32,"ARG","H4",2707,8,3567880,3567880,1615207,0
2015,276,"DEU",1,24,"AGO","H4",2709,8,161308000,161308000,66923211,0
2015,276,"DEU",1,24,"AGO","H4",2710,8,36262750,36262750,15164444,0
2015,276,"DEU",2,24,"AGO","H4",2710,8,69954,69954,188329,0
2015,276,"DEU",2,28,"ATG","H4",2710,8,248078,248078,623882,0
2015,276,"DEU",2,32,"ARG","H4",2710,8,7883761,7883761,11880753,0
2015,288,"GHA",1,28,"ATG","H4",2710,1,0,0,219377309,0
2015,288,"GHA",2,28,"ATG","H4",2710,1,0,0,16950978,0
2015,300,"GRC",2,24,"AGO","H4",2710,8,14782,14782,39931,0
2015,300,"GRC",2,28,"ATG","H4",2710,8,44698689,44698689,14767440,0
2015,308,"GRD",1,28,"ATG","H4",2710,8,89855,89855,270934,0
2015,328,"GUY",2,28,"ATG","H3",2710,8,345,345,115,0
2015,328,"GUY",3,28,"ATG","H3",2710,8,345,345,115,0
2015,328,"GUY",1,32,"ARG","H3",2710,8,180,180,1575,0
2015,340,"HND",1,32,"ARG","H4",2710,8,18594,18594,75335,0
2015,344,"HKG",2,24,"AGO","H4",2710,8,76,76,282509,0
2015,344,"HKG",2,32,"ARG","H4",2710,8,792,792,31175,0
2015,344,"HKG",3,32,"ARG","H4",2710,8,792,792,31175,0
2015,352,"ISL",2,28,"ATG","H4",2710,8,3769056,3769056,1929091,0
2015,360,"IDN",1,24,"AGO","H4",2709,8,1565991867,1565991867,639167452,0
2015,381,"ITA",1,24,"AGO","H4",2709,8,2551600000,2551600000,950780017,0
2015,381,"ITA",1,24,"AGO","H4",2710,8,17447600,17447600,4892783,0
2015,381,"ITA",2,24,"AGO","H4",2710,8,633690,633690,760639,0
2015,381,"ITA",2,32,"ARG","H4",2710,8,3068421,3068421,2522420,0
2015,384,"CIV",2,24,"AGO","H4",2710,8,126186,126186,51318,0
2015,384,"CIV",2,28,"ATG","H4",2710,8,52373,52373,35643,0
2015,388,"JAM",1,28,"ATG","H4",2710,8,32,32,26399,0
2015,392,"JPN",1,24,"AGO","H4",2709,8,512655072,512655072,210279100,6
2015,392,"JPN",1,24,"AGO","H4",2710,8,66330927,66330927,32209279,0
2015,392,"JPN",2,24,"AGO","H4",2710,8,4288,4288,14264,0
2015,392,"JPN",1,32,"ARG","H4",2710,8,1134,1134,7677,0
2015,392,"JPN",2,32,"ARG","H4",2710,8,346307,346307,994630,0
2015,404,"KEN",2,24,"AGO","H4",2710,8,275271,275271,232123,0
2015,404,"KEN",1,32,"ARG","H4",2710,8,13104,13104,66637,0
2015,404,"KEN",2,32,"ARG","H4",2710,8,757465,757465,597477,0
2015,410,"KOR",1,24,"AGO","H4",2709,8,273085261,273085261,91027056,0
2015,410,"KOR",2,24,"AGO","H4",2710,8,107349177,107349177,45150623,0
2015,410,"KOR",1,28,"ATG","H4",2710,8,24000,24000,272,0
2015,410,"KOR",2,32,"ARG","H4",2710,8,632160,632160,527042,0
2015,414,"KWT",1,32,"ARG","H4",2710,8,1400,1400,3020,0
2015,422,"LBN",2,24,"AGO","H4",2710,8,36119,36119,91378,0
2015,428,"LVA",2,28,"ATG","H4",2710,8,77999,77999,164617,0
2015,440,"LTU",2,32,"ARG","H4",2710,8,83178566,83178566,32472682,0
2015,454,"MWI",1,20,"AND","H4",2710,8,29470,29470,27948,0
2015,454,"MWI",2,20,"AND","H4",2710,8,420,420,654,0
2015,458,"MYS",2,24,"AGO","H4",2710,8,369860416,369860416,256126334,0
2015,458,"MYS",2,28,"ATG","H4",2710,8,57,57,161,0
2015,458,"MYS",1,32,"ARG","H4",2710,8,9561692,9561692,3575454,0
2015,458,"MYS",2,32,"ARG","H4",2710,8,518840,518840,445355,0
2015,470,"MLT",2,24,"AGO","H4",2710,8,29227490,29227490,10066745,0
2015,470,"MLT",1,32,"ARG","H4",2710,8,160000,160000,55122,0
2015,484,"MEX",2,32,"ARG","H4",2710,8,141660,141660,200320,0
2015,490,"",1,24,"AGO","H4",2709,8,3178158000,3178158000,1337208126,0
2015,490,"",2,32,"ARG","H4",2710,8,862000,862000,890577,0
2015,498,"MDA",1,20,"AND","H4",2710,8,290732,290732,161938,0
2015,512,"OMN",1,32,"ARG","H4",2710,8,12520,12520,263971,0
2015,512,"OMN",2,32,"ARG","H4",2710,8,5554114,5554114,23289285,0
2015,516,"NAM",2,24,"AGO","H4",2707,8,1049,1049,14300,0
2015,516,"NAM",1,24,"AGO","H4",2709,8,2,2,6,0
2015,516,"NAM",2,24,"AGO","H4",2709,8,18003,18003,47399,0
2015,516,"NAM",2,24,"AGO","H4",2710,8,600929,600929,2301056,0
2015,516,"NAM",3,24,"AGO","H4",2710,8,93582,93582,781224,0
2015,516,"NAM",2,28,"ATG","H4",2710,8,205614,205614,107363,0
2015,524,"NPL",1,20,"AND","H4",2710,8,500,500,1322,6
2015,528,"NLD",2,20,"AND","H4",2707,8,3,3,4,6
2015,528,"NLD",2,24,"AGO","H4",2707,8,16595,16595,17399,0
2015,528,"NLD",1,32,"ARG","H4",2707,8,55,55,65,0
2015,528,"NLD",2,32,"ARG","H4",2707,8,46,46,58,0
2015,528,"NLD",1,24,"AGO","H4",2709,8,21,21,15,0
2015,528,"NLD",1,28,"ATG","H4",2709,8,5,5,3,0
2015,528,"NLD",1,32,"ARG","H4",2710,8,21526210,21526210,9848052,6
2015,528,"NLD",2,32,"ARG","H4",2710,8,325042382,325042382,189983922,6
2015,528,"NLD",1,32,"ARG","H4",2709,8,1885,1885,1347,0
2015,528,"NLD",1,20,"AND","H4",2710,8,9,9,4,6
2015,528,"NLD",2,20,"AND","H4",2710,8,873,873,1830,6
2015,528,"NLD",1,24,"AGO","H4",2710,8,7873,5477,4350,6
2015,528,"NLD",2,24,"AGO","H4",2710,8,17839330,17839330,14444501,6
2015,528,"NLD",1,28,"ATG","H4",2710,8,46,46,151,6
2015,566,"NGA",2,24,"AGO","H4",2709,8,161173417,161173417,61651927,6
2015,566,"NGA",2,32,"ARG","H4",2709,8,518424592,518424592,198307360,6
2015,566,"NGA",1,24,"AGO","H4",2710,8,615,615,845,6
2015,566,"NGA",2,32,"ARG","H4",2710,8,19110,19110,9996,0
2015,579,"NOR",1,24,"AGO","H4",2709,8,46418100,46418100,18246505,0
2015,579,"NOR",1,24,"AGO","H4",2710,8,7,7,197,0
2015,579,"NOR",2,24,"AGO","H4",2710,8,4675,4675,6106,0
2015,579,"NOR",2,32,"ARG","H4",2710,8,2496,2496,15293,0
2015,591,"PAN",1,32,"ARG","H4",2710,8,2252,2252,11817,0
2015,600,"PRY",1,32,"ARG","H4",2707,8,3503900,3503900,3594625,0
2015,600,"PRY",1,32,"ARG","H4",2710,8,264592277,264592277,164983091,0
2015,600,"PRY",2,32,"ARG","H4",2710,8,35361030,35361030,26551371,0
2015,604,"PER",2,28,"ATG","H4",2710,8,1489926,1489926,563610,0
2015,604,"PER",1,32,"ARG","H4",2710,8,194295,194295,707584,0
2015,604,"PER",2,32,"ARG","H4",2710,8,38700665,38700665,23362212,0
2015,616,"POL",2,24,"AGO","H4",2710,8,799,799,2556,0
2015,616,"POL",2,28,"ATG","H4",2710,8,16,16,22,0
2015,616,"POL",1,32,"ARG","H4",2710,8,64,64,42,6
2015,620,"PRT",2,24,"AGO","H4",2707,8,96558,96558,117493,0
2015,620,"PRT",1,24,"AGO","H4",2709,8,3135997000,3135997000,1250810205,0
2015,620,"PRT",2,24,"AGO","H4",2709,8,3105,3105,10354,0
2015,620,"PRT",1,24,"AGO","H4",2710,8,2,2,225,0
2015,620,"PRT",2,24,"AGO","H4",2710,8,13443740,13443740,19147655,6
2015,620,"PRT",2,28,"ATG","H4",2710,8,764287,764287,260892,0
2015,620,"PRT",2,32,"ARG","H4",2710,8,69378380,69378380,32827906,0
2015,642,"ROU",1,24,"AGO","H4",2709,8,125495604,125495604,41497323,0
2015,643,"RUS",2,24,"AGO","H4",2710,8,588381,588381,172007,0
2015,643,"RUS",2,32,"ARG","H4",2710,8,96459323,96459323,42888645,0
2015,659,"KNA",2,660,"AIA","H3",2710,8,250,250,166,0
2015,662,"LCA",2,28,"ATG","H4",2710,8,99988,99988,533204,0
2015,662,"LCA",3,28,"ATG","H4",2710,8,99988,99988,533204,0
2015,670,"VCT",2,28,"ATG","H3",2710,8,15,15,55,0
2015,670,"VCT",3,28,"ATG","H3",2710,8,15,15,55,0
2015,686,"SEN",1,24,"AGO","H4",2710,8,755,755,195198,0
2015,699,"IND",2,24,"AGO","H4",2707,8,2,2,10,0
2015,699,"IND",1,24,"AGO","H4",2709,8,7622965984,7622965984,3047481497,0
2015,699,"IND",1,32,"ARG","H4",2709,8,2.28e+08,2.28e+08,80273392,0
2015,699,"IND",2,20,"AND","H4",2710,8,23000,23000,10505,0
2015,699,"IND",2,24,"AGO","H4",2710,8,17000,17000,14178,0
2015,699,"IND",1,32,"ARG","H4",2710,8,33000,33000,760,0
2015,699,"IND",2,32,"ARG","H4",2710,8,2434000,2434000,2229831,0
2015,702,"SGP",1,24,"AGO","H4",2710,8,190,190,1101,0
2015,702,"SGP",2,24,"AGO","H4",2710,8,491558000,491558000,297636409,0
2015,702,"SGP",2,32,"ARG","H4",2710,8,650,650,4337,0
2015,704,"VNM",2,20,"AND","H4",2710,1,NA,595,1432,0
2015,704,"VNM",2,24,"AGO","H4",2710,1,NA,1051,509,0
2015,704,"VNM",1,32,"ARG","H4",2710,1,NA,28344,88545,0
2015,704,"VNM",2,32,"ARG","H4",2710,1,NA,60000,30126,0
2015,705,"SVN",2,32,"ARG","H4",2710,8,0,0,49,0
2015,710,"ZAF",2,24,"AGO","H4",2707,1,0,NA,4383,6
2015,710,"ZAF",2,32,"ARG","H4",2707,8,317063,317063,731053,0
2015,710,"ZAF",1,24,"AGO","H4",2709,8,3347820000,3347820000,1340521716,0
2015,710,"ZAF",2,24,"AGO","H4",2709,8,38,38,2024,0
2015,710,"ZAF",2,20,"AND","H4",2710,8,2783000,2783000,251557,0
2015,710,"ZAF",1,24,"AGO","H4",2710,8,38000,38000,448,0
2015,710,"ZAF",2,24,"AGO","H4",2710,8,7141797,7141797,18373447,6
2015,710,"ZAF",1,28,"ATG","H4",2710,8,450677,450677,75198,0
2015,710,"ZAF",2,28,"ATG","H4",2710,8,38067423,38067423,5371666,0
2015,724,"ESP",2,20,"AND","H4",2707,8,135,135,844,0
2015,724,"ESP",2,32,"ARG","H4",2707,8,791920,791920,540441,0
2015,724,"ESP",1,24,"AGO","H4",2709,8,5931933000,5931933000,2221046577,0
2015,724,"ESP",2,20,"AND","H4",2710,8,95861667,95861667,51138188,0
2015,724,"ESP",2,24,"AGO","H4",2710,8,395534,395534,968889,0
2015,724,"ESP",1,32,"ARG","H4",2710,8,51,51,412,0
2015,724,"ESP",2,32,"ARG","H4",2710,8,11133951,11133951,6860381,0
2015,729,"SDN",1,32,"ARG","H3",2710,8,1368,1368,5272,0
2015,740,"SUR",1,28,"ATG","H3",2710,8,30957800,30957800,24513740,0
2015,748,"SWZ",1,20,"AND","H4",2710,8,5,5,30,0
2015,752,"SWE",2,24,"AGO","H4",2710,8,12740,12740,5574,6
2015,752,"SWE",2,32,"ARG","H4",2710,8,71680,71680,122392,6
2015,757,"CHE",2,24,"AGO","H4",2710,8,325,325,3647,0
2015,757,"CHE",2,32,"ARG","H4",2710,8,15008,15008,124187,6
2015,764,"THA",1,24,"AGO","H4",2709,1,0,NA,135713359,6
2015,764,"THA",2,20,"AND","H4",2710,8,442,442,5719,0
2015,764,"THA",1,32,"ARG","H4",2710,8,4414,4414,21890,0
2015,768,"TGO",1,32,"ARG","H4",2710,8,18,18,156,0
2015,780,"TTO",2,24,"AGO","H3",2710,8,302477,302477,210433,0
2015,780,"TTO",2,28,"ATG","H3",2710,8,11242661,11242661,8264599,0
2015,780,"TTO",3,28,"ATG","H3",2710,8,5924,5924,20296,0
2015,780,"TTO",1,32,"ARG","H3",2710,8,3135,3135,17495,0
2015,780,"TTO",2,660,"AIA","H3",2710,8,6213598,6213598,3374772,0
2015,784,"ARE",1,24,"AGO","H4",2707,8,16380,16380,1829,0
2015,784,"ARE",1,24,"AGO","H4",2710,8,12,12,126,0
2015,784,"ARE",2,24,"AGO","H4",2710,8,9118946,9118946,13779772,0
2015,784,"ARE",3,24,"AGO","H4",2710,8,412496,412496,363713,0
2015,784,"ARE",2,32,"ARG","H4",2710,8,808,808,221,0
2015,784,"ARE",3,32,"ARG","H4",2710,8,5,5,10,0
2015,784,"ARE",2,660,"AIA","H4",2710,8,72000,72000,40223,0
2015,792,"TUR",2,24,"AGO","H4",2710,8,524552,524552,999255,0
2015,792,"TUR",2,28,"ATG","H4",2710,8,14566072,14566072,5500665,0
2015,792,"TUR",2,32,"ARG","H4",2710,8,76648,76648,112045,0
2015,804,"UKR",2,24,"AGO","H4",2710,8,75,75,825,0
2015,826,"GBR",1,24,"AGO","H4",2709,8,2441272722,2441272722,995512305,0
2015,826,"GBR",2,24,"AGO","H4",2709,8,808,808,3970,0
2015,826,"GBR",1,24,"AGO","H4",2710,8,4,4,1988,0
2015,826,"GBR",2,24,"AGO","H4",2710,8,388704,388704,1384402,0
2015,826,"GBR",1,32,"ARG","H4",2710,8,2614,2614,3733,0
2015,826,"GBR",2,32,"ARG","H4",2710,8,81603,81603,303115,0
2015,842,"USA",2,24,"AGO","H4",2707,8,969,969,10253,6
2015,842,"USA",2,28,"ATG","H4",2707,8,966,966,8736,0
2015,842,"USA",1,32,"ARG","H4",2707,8,27222280,27222280,16811703,6
2015,842,"USA",2,32,"ARG","H4",2707,8,2109472,2109472,3113491,6
2015,842,"USA",1,24,"AGO","H4",2709,8,6298224768,6298224768,2603014656,0
2015,842,"USA",1,32,"ARG","H4",2709,8,1029899772,1029899772,460122085,0
2015,842,"USA",2,660,"AIA","H4",2710,8,862464,862464,735074,0
2015,842,"USA",1,28,"ATG","H4",2710,8,213178,213178,19652,0
2015,842,"USA",2,28,"ATG","H4",2710,8,867807062,867807062,450325161,0
2015,842,"USA",3,28,"ATG","H4",2710,8,28562389,28562389,12362491,0
2015,842,"USA",1,32,"ARG","H4",2710,8,85086189,85086189,34571825,0
2015,842,"USA",2,32,"ARG","H4",2710,8,3194428557,3194428557,1712926311,0
2015,842,"USA",3,32,"ARG","H4",2710,8,1966040,1966040,1727481,0
2015,842,"USA",2,20,"AND","H4",2710,8,957,957,4528,0
2015,842,"USA",1,24,"AGO","H4",2710,8,586389964,586389964,242069745,0
2015,842,"USA",2,24,"AGO","H4",2710,8,480256,480256,530076,0
2015,858,"URY",1,32,"ARG","H4",2707,8,358030,358030,330059,0
2015,858,"URY",1,32,"ARG","H4",2710,8,4377938,4377938,4789769,0
2015,858,"URY",2,32,"ARG","H4",2710,8,6553,6553,80963,0
2015,24,"AGO",1,178,"COG","H4",2710,8,9,131,4574,0
2015,31,"AZE",2,170,"COL","H4",2710,8,1293,1293,493,0
2015,32,"ARG",1,170,"COL","H4",2710,8,50400,50400,185181,0
2015,32,"ARG",2,170,"COL","H4",2710,8,156000,156000,453712,0
2015,36,"AUS",1,178,"COG","H4",2709,8,246826000,246826000,96943639,0
2015,36,"AUS",2,162,"CXR","H4",2710,8,10530594,10530594,3140756,0
2015,36,"AUS",2,166,"CCK","H4",2710,8,115488,115488,144708,0
2015,36,"AUS",1,170,"COL","H4",2710,8,4422880,4422880,127375,0
2015,36,"AUS",2,178,"COG","H4",2710,8,200,200,3759,0
2015,40,"AUT",2,170,"COL","H4",2710,8,2852,2852,25797,0
2015,40,"AUT",2,178,"COG","H4",2710,8,308,308,37795,0
2015,44,"BHS",1,170,"COL","H4",2710,1,NA,12549987,1756489,4
2015,50,"BGD",2,170,"COL","H4",2710,8,18586,18586,30059,0
2015,56,"BEL",2,178,"COG","H4",2707,8,102789,102789,106187,0
2015,56,"BEL",1,170,"COL","H4",2710,8,97,97,378,0
2015,56,"BEL",2,170,"COL","H4",2710,8,453985,453985,1010130,0
2015,56,"BEL",1,178,"COG","H4",2710,8,53981577,53981577,25944681,0
2015,56,"BEL",2,178,"COG","H4",2710,8,8214657,8214657,4839502,0
2015,68,"BOL",1,170,"COL","H4",2710,8,2729,2729,14514,0
2015,68,"BOL",2,170,"COL","H4",2710,8,2035129,2035129,2315169,0
2015,76,"BRA",1,170,"COL","H4",2707,8,249216,249216,195735,0
2015,76,"BRA",2,170,"COL","H4",2707,8,187682,187682,292882,6
2015,76,"BRA",2,170,"COL","H4",2710,8,716990,716990,1773129,6
2015,76,"BRA",2,178,"COG","H4",2710,8,180,180,567,0
2015,96,"BRN",2,170,"COL","H4",2710,8,3,3,23,0
2015,100,"BGR",2,174,"COM","H4",2710,8,60993,60993,61112,0
2015,100,"BGR",2,178,"COG","H4",2710,8,180,180,465,0
2015,120,"CMR",2,178,"COG","H4",2709,8,3,3,3431,6
2015,120,"CMR",2,178,"COG","H4",2710,8,17407158,17407158,9303618,0
2015,124,"CAN",1,170,"COL","H4",2709,12,325042,NA,103495206,0
2015,124,"CAN",2,170,"COL","H4",2709,12,0,0,9,0
2015,124,"CAN",3,170,"COL","H4",2709,12,0,0,9,0
2015,124,"CAN",1,178,"COG","H4",2709,12,1,NA,129,0
2015,124,"CAN",1,170,"COL","H4",2710,8,29,29,785,0
2015,124,"CAN",2,170,"COL","H4",2710,8,491669,491669,832101,0
2015,124,"CAN",3,170,"COL","H4",2710,8,1494,1494,6941,0
2015,124,"CAN",2,178,"COG","H4",2710,8,744,744,1251,0
2015,124,"CAN",3,178,"COG","H4",2710,8,744,744,1251,0
2015,152,"CHL",1,170,"COL","H4",2710,8,1987583,1987583,5298578,6
2015,152,"CHL",2,170,"COL","H4",2710,8,988330,988330,1962488,0
2015,156,"CHN",1,170,"COL","H4",2709,8,8867436368,8867436368,3061239040,0
2015,156,"CHN",1,178,"COG","H4",2709,8,5863193352,5863193352,2318130310,0
2015,156,"CHN",2,174,"COM","H4",2710,8,559503,559503,202069,0
2015,156,"CHN",2,178,"COG","H4",2710,8,990577,990577,679061,0
2015,188,"CRI",2,170,"COL","H4",2707,8,6,6,86,0
2015,188,"CRI",1,170,"COL","H4",2710,8,956284,956284,567652,6
2015,188,"CRI",2,170,"COL","H4",2710,8,25455,25455,24469,6
2015,191,"HRV",1,178,"COG","H4",2709,8,120,120,937,0
2015,203,"CZE",2,170,"COL","H4",2710,8,263,263,4667,0
2015,204,"BEN",1,170,"COL","H4",2710,8,3e+06,3e+06,1492699,0
2015,204,"BEN",2,170,"COL","H4",2710,8,4070384,4070384,2644470,0
2015,208,"DNK",2,170,"COL","H4",2710,8,109,109,468,0
2015,214,"DOM",1,170,"COL","H4",2707,1,NA,NA,360,0
2015,214,"DOM",1,170,"COL","H4",2710,1,NA,5392137,5906389,4
2015,214,"DOM",2,170,"COL","H4",2710,1,NA,10727,74050,0
2015,218,"ECU",1,170,"COL","H4",2707,8,29530,29530,46203,0
2015,218,"ECU",1,170,"COL","H4",2710,8,1689302,1689302,3644107,0
2015,218,"ECU",2,170,"COL","H4",2710,8,5266685,5266685,6049302,0
2015,222,"SLV",1,170,"COL","H4",2707,8,11,11,238,0
2015,222,"SLV",1,170,"COL","H4",2709,8,0,0,39,0
2015,222,"SLV",1,170,"COL","H4",2710,8,93079,93079,236773,0
2015,222,"SLV",2,170,"COL","H4",2710,8,16340,16340,15972,0
2015,246,"FIN",2,170,"COL","H4",2710,8,128,128,74,6
2015,246,"FIN",2,178,"COG","H4",2710,8,130,130,1109,0
2015,251,"FRA",1,178,"COG","H4",2707,8,302,302,599,0
2015,251,"FRA",2,178,"COG","H4",2707,8,60,60,580,0
2015,251,"FRA",1,170,"COL","H4",2709,8,88886000,88886000,29529321,0
2015,251,"FRA",1,178,"COG","H4",2709,8,126923060,126923060,40737925,0
2015,251,"FRA",1,170,"COL","H4",2710,8,10,10,347,0
2015,251,"FRA",2,170,"COL","H4",2710,8,2316703,2316703,5007501,0
2015,251,"FRA",2,174,"COM","H4",2710,8,85390,85390,217548,0
2015,251,"FRA",1,178,"COG","H4",2710,8,296,296,1050,0
2015,251,"FRA",2,178,"COG","H4",2710,8,8803142,8803142,13561848,0
